product_id,product_name,brands,energy,saturated_fats,sugars,eco_score_num,nutri_score_num,nova_score_num,product_additive_count
6105,Atún claro en escabeche - Calvo,Calvo,135.00,1.20,0.00,4.00,2.00,3.00,
6106,Mozzarella - Jermi,Jermi,332.00,16.20,0.70,4.00,4.00,3.00,
6107,Café latte expresso - Consum,Consum,57.00,0.80,8.70,,2.00,4.00,2.00
6108,Atún claro al natural - Albo,Albo,97.00,0.10,0.00,4.00,1.00,3.00,
6109,Ensalada de pasta con jamón - Carretilla,Carretilla,132.00,0.90,2.60,,3.00,4.00,4.00
6110,"Picos multicereales (Trigo 67%, maiz 11%, espelta integral 11% y centeno 11%).",Carrefour,370.00,0.20,2.50,2.00,3.00,3.00,
6111,Aceite de oliva virgen extra bidón,Coosur,822.00,12.00,0.00,4.00,3.00,2.00,
6112,Galleta circus,Carrefour,469.00,1.50,20.00,3.00,3.00,4.00,5.00
6113,Margarina ligera sin gluten,Alipende,363.00,12.00,0.50,3.00,3.00,2.00,
6114,Oleico,Oléico,652.00,7.25,0.00,,3.00,4.00,3.00
6115,Bocaditos tomate y orégano - Carrefour,Carrefour,499.00,2.50,3.60,2.00,4.00,3.00,
6116,Crema de verduras mediterráneas - Knorr,Knorr,46.00,0.20,2.00,2.00,2.00,4.00,1.00
6117,Queso tierno en lonchas - Dia,Dia,367.00,19.00,0.50,4.00,4.00,3.00,
6118,Isodrink - Hacendado,Hacendado,19.00,0.00,4.40,,4.00,4.00,10.00
6119,Pralinés strawberry créme,Milka,569.00,21.00,51.00,,5.00,4.00,2.00
6120,Deli Form Clásicos - Auchan,Auchan,377.00,0.50,17.00,4.00,1.00,4.00,
6121,Deli form - Auchan,Auchan,406.00,4.40,22.00,4.00,3.00,4.00,4.00
6122,Aceitunas verdes sin hueso - Carrefour,Carrefour,181.00,4.00,0.00,2.00,3.00,3.00,3.00
6123,Danet Shake Vainilla - Danone,Danone,100.00,3.00,10.00,,3.00,4.00,3.00
6124,Horchata fresca - Chufi,Chufi,413.00,0.50,11.00,,3.00,4.00,1.00
6125,Chicles de menta suave,Hacendado,154.00,0.10,0.00,,,4.00,9.00
6126,Bio bolas cacao - esgir,Esgir,384.00,0.67,15.10,3.00,4.00,3.00,
6127,Queso rallado mozzarella,Eliges,304.00,15.00,0.00,4.00,4.00,3.00,
6128,Nutos,Nuthos,150.00,1.50,9.00,,,4.00,3.00
6129,Mantega - Bonpreu,Bonpreu,750.00,57.00,0.50,4.00,5.00,2.00,
6130,Mostaza don Juan,don juan,199.00,0.00,8.80,2.00,4.00,4.00,2.00
6131,Cafe con leche - hacendado,Hacendado,403.00,12.00,27.00,5.00,5.00,4.00,1.00
6132,10 Semillas - Okebon,"Okebon, Molino Natural",463.00,2.00,18.00,3.00,3.00,4.00,8.00
6133,María Dorada - sondey,Sondey,448.00,1.50,20.90,2.00,4.00,4.00,5.00
6134,Naranja - Carrefour,Carrefour,21.00,0.00,4.50,,1.00,4.00,3.00
6135,Filipinos blancos - Artiach,Artiach,495.00,14.00,38.00,4.00,5.00,4.00,6.00
6136,Ice breakers sours,Hershey's,9.00,0.00,0.00,4.00,2.00,4.00,13.00
6137,Mermelada Ciruela Boule,Boulé,181.00,0.00,42.80,1.00,3.00,4.00,2.00
6138,Natilla de avellana y nata - Milbona,Milbona,119.00,3.20,12.00,,3.00,4.00,5.00
6139,Champiñones troceados - Carrefour,Carrefour,25.00,0.10,0.00,2.00,1.00,1.00,
6140,Boite ovale anis - Les Anis de Flavigny,Les Anis de Flavigny,398.00,0.00,97.00,3.00,4.00,4.00,
6141,Sabor naranja - Carrefour,Carrefour,32.00,0.00,7.40,3.00,5.00,4.00,3.00
6142,ICE JET - Carrefour,Carrefour,76.00,0.00,19.00,2.00,3.00,4.00,5.00
6143,Le Champ Joli - Auchan,"Auchan, Pouce",265.00,15.00,0.50,2.00,4.00,3.00,
6144,Quinoa chips sundried tomato & roasted garlic flavour - Eat Real,Eat Real,482.00,1.80,3.30,,4.00,4.00,1.00
6145,Zero bar double chocolat - BioTechUSA,BioTechUSA,353.00,8.50,0.90,,3.00,4.00,6.00
6146,Reload bebida refrescante vitaminada sabor lima,Vitamin Well,17.00,0.00,4.20,,4.00,4.00,2.00
6147,MMMAX almendras y caramelo,Milka,549.00,18.00,49.00,5.00,5.00,4.00,2.00
6148,Respiral eucaliptus mentol - Halls,Halls,389.00,0.00,79.00,3.00,4.00,4.00,
6149,Fideos orientales pollo con soja,Gallina Blanca,168.00,3.30,0.70,,,4.00,4.00
6150,Sopa de cocido Gallina Blanca,Gallina Blanca,24.00,0.00,0.10,,,4.00,1.00
6151,Galletas dar vida - Gullón,Gullón,483.00,2.00,18.00,3.00,3.00,4.00,4.00
6152,Cebolletas tradicionaless - Rioverde,Rioverde,22.00,0.00,2.30,,3.00,3.00,1.00
6153,Ecocesta Quinoa Hinchada Ecológica,Ecocesta,366.00,0.50,1.70,4.00,1.00,1.00,
6154,Crackers con mantequilla - Daveiga,Daveiga,421.00,6.50,3.00,3.00,4.00,4.00,2.00
6155,Mollete 3 uds - Mercadona,Mercadona,254.00,0.20,1.80,,2.00,4.00,3.00
6156,Queso porciones,Eroski,240.00,14.00,7.00,4.00,4.00,4.00,7.00
6157,Chocolate negro con almendras - Eroski,Eroski,566.00,16.00,35.00,4.00,5.00,4.00,2.00
6158,Smoked norwegian - Foppen,Foppen,214.00,1.79,5.36,5.00,4.00,4.00,3.00
6159,Raw spaghetti - Clean Foods,Clean Foods,6.00,0.00,0.10,2.00,1.00,4.00,
6160,Queso Quark frambuesa - Milbona,Milbona,103.00,2.00,11.00,4.00,2.00,4.00,
6161,bizcochos gullon,Gullón,374.00,0.80,44.00,1.00,4.00,4.00,6.00
6162,Cortezas de trigo,Dia,504.00,3.40,1.38,,4.00,,2.00
6163,Tomate triturado - Día,Día,13.00,0.00,2.80,1.00,1.00,3.00,1.00
6164,Sandwich pane bianco - Jaus,Jaus,254.00,0.50,3.50,2.00,2.00,4.00,2.00
6165,Vegetal y atún - ñaming,ñaming,166.00,1.10,2.80,,2.00,4.00,4.00
6166,Gourmet Wafer Mix - Florbú,Florbú,515.00,15.00,30.00,4.00,5.00,4.00,5.00
6167,Bolitas de Miel - eliges,Eliges,381.00,0.10,25.00,4.00,3.00,4.00,2.00
6168,Pan de leche con aceite girasol,Eroski,356.00,1.90,12.00,3.00,3.00,4.00,9.00
6169,Fritada sofrito de hortalizas - Eroski,Eroski,81.00,0.60,6.80,,1.00,3.00,1.00
6170,Arroz 3 delicias - Chef Select,Chef Select,195.00,1.30,0.50,5.00,3.00,4.00,10.00
6171,Salsa Kebab - Carrefour,Carrefour,327.00,2.50,7.80,2.00,4.00,4.00,8.00
6172,Totters honey - Dia,Dia,396.00,1.00,40.90,4.00,3.00,4.00,
6173,Burrito mexicano con salsa tex mex - Natur Easy,Natur Easy,225.00,4.50,4.40,5.00,4.00,4.00,16.00
6174,Aceite oliva virgen extra - Carrefour,Carrefour,900.00,15.00,0.00,4.00,3.00,2.00,
6175,Hamburguesa de Pollo y Zanahoria - El Mercado de Aldi,El Mercado de Aldi,168.00,3.30,0.50,,4.00,4.00,2.00
6176,Leche UHT entera - Auchan,Auchan,64.00,2.40,4.70,4.00,2.00,1.00,
6177,Galletas mini maría - Carrefour,Carrefour,430.00,0.90,19.00,3.00,3.00,4.00,7.00
6178,Natillas sabor a chocolate con nata,Milsani,100.00,1.80,13.00,,3.00,4.00,3.00
6179,Foie Gras Entero de Pato,Hacendado,578.00,24.00,0.60,5.00,5.00,3.00,2.00
6180,Mmmedia crema - Nestlé,Nestlé,166.00,13.33,6.67,2.00,4.00,4.00,5.00
6181,Queso en polvo - El Caserio,El Caserio,280.00,11.50,2.40,,5.00,4.00,6.00
6182,Datiles Selkya,Selkya,322.00,0.00,59.00,3.00,3.00,1.00,
6183,Chocolate - Hersey's,Hersey's,127.00,4.60,13.20,,,4.00,3.00
6184,Filete Caballa Sur Aceite Oliva Bajo en Sal Omega-3,Carrefour,202.00,3.00,0.00,5.00,1.00,3.00,
6185,Nescafé 3 en 1,Nescafe,40.00,8.70,51.40,5.00,,4.00,6.00
6186,Barista Soja - Joya,Joya,35.00,0.30,0.70,2.00,1.00,4.00,1.00
6187,Magna tostada 0 - San Miguel,San Miguel,31.00,0.00,4.00,4.00,,3.00,1.00
6188,Energeti exotic,Eneryeti,20.00,0.00,4.50,,,4.00,6.00
6189,Regaliz & Mentol - Hacendado,Hacendado,236.00,0.00,0.30,2.00,2.00,4.00,3.00
6190,Puré de patata instantaneo - Alteza,Alteza,351.00,0.20,1.50,2.00,,4.00,8.00
6191,Bizcocho de zanahoria y nueces - Bonarea,Bonarea,374.00,2.60,27.70,3.00,4.00,4.00,16.00
6192,Salchichón de Pavo,Lidl,273.00,6.30,5.00,,,4.00,3.00
6193,Fresca Semidesnatada,Puleva,46.00,1.10,4.80,3.00,2.00,1.00,
6194,Panettone de chocolate - carrefour,Carrefour,398.00,11.00,20.00,4.00,5.00,4.00,3.00
6195,Mini croustades,Ikea,538.00,15.38,0.00,3.00,5.00,3.00,
6196,Ensalada de la huerta fresca y lavada - Edulis,Edulis,45.00,0.20,2.40,,2.00,3.00,1.00
6197,Le Chocolat Gourmand - Carrefour,Carrefour,550.00,18.00,53.00,5.00,5.00,4.00,2.00
6198,Copa de chocolate - Milchfrisch,Milchfrisch,80.00,0.60,13.00,,3.00,4.00,5.00
6199,Riz cuisson rapide - Bosto,Bosto,353.00,0.48,1.00,5.00,1.00,1.00,
6200,Fresa - Smint,Smint,248.00,1.40,0.00,3.00,,4.00,7.00
6201,Confitura natural de fresa - Helios,Helios,246.00,0.02,59.00,2.00,4.00,4.00,1.00
6202,Tortitas de Maíz - Auchan,Auchan,377.00,0.30,0.50,3.00,3.00,4.00,2.00
6203,Beans - Fini,Fini,352.00,0.00,69.00,2.00,4.00,4.00,6.00
6204,Jamon Serrano Gran Reserva - Consum,Consum,232.00,4.80,0.10,5.00,4.00,3.00,3.00
6205,Bebida de avena +calcium,Monsoy,48.00,0.10,5.50,3.00,2.00,1.00,
6206,Bebida lactea - DIA,DIA,43.00,0.50,5.60,,2.00,4.00,1.00
6207,Estrellas galletas rellenas de chocolate blanco,Lu,515.00,11.00,37.00,2.00,5.00,4.00,1.00
6208,Bombones surtidos - Lindt,Lindt,552.00,17.00,53.00,,5.00,4.00,7.00
6209,Queso fundido - Carrefour,Carrefour,265.00,14.00,5.00,4.00,5.00,4.00,8.00
6210,Biscuit VROMIS au miel -,,489.00,13.20,14.80,4.00,4.00,4.00,4.00
6211,Sandwich Sauce - Mcennedy,Mcennedy,404.00,2.80,13.50,,4.00,4.00,3.00
6212,Mantequilla,President,743.00,57.00,0.50,4.00,5.00,2.00,
6213,Pizza jamón y queso,Chef Select,232.00,4.00,3.50,4.00,3.00,4.00,10.00
6214,Picos de pan,Dia,399.00,0.40,2.50,2.00,4.00,4.00,3.00
6215,Patatas fritas campesinas,Dia,532.00,3.80,0.90,,3.00,4.00,4.00
6216,Queso azul - Bleu de France,Bleu de France,342.00,20.00,0.50,3.00,5.00,3.00,
6217,Caldo natural de verduras - BonÀrea,BonÀrea,12.00,0.00,0.10,2.00,3.00,4.00,
6218,Zumo detox - Consum,Consum,40.00,0.00,9.50,3.00,3.00,1.00,
6219,Biscuits con espelta - natwins,Natwins,474.00,3.20,27.00,3.00,3.00,4.00,7.00
6220,Misky turrón de maní,Misky,390.00,1.30,39.00,3.00,4.00,4.00,5.00
6221,Vasito de Bulgur - Brillante,Brillante,149.00,0.30,0.30,2.00,1.00,4.00,2.00
6222,Porras - Hacendado,Hacendado,419.00,3.30,1.30,,4.00,4.00,2.00
6223,Choco & Nut,,438.00,3.00,2.60,,1.00,4.00,3.00
6224,Patatas fritas ligeras sabor a tomate y orégano bolsa 125 g - Frit Ravich,Frit Ravich,441.00,2.60,2.90,,4.00,4.00,2.00
6225,Ketchup Eroski 50% menos azucares,Eroski,46.00,0.00,8.50,2.00,3.00,3.00,
6226,Stevia 0% - Eroski,Eroski,0.00,0.00,0.00,,2.00,4.00,3.00
6227,Bebida de almendra - vegye,Vegye,16.00,0.10,0.50,3.00,2.00,4.00,1.00
6228,Espinacas - La Hacienda,La Hacienda,15.00,0.10,0.50,1.00,2.00,3.00,
6229,tortilla de harina de trigo integral natri,Natri,100.00,1.50,2.00,2.00,2.00,4.00,10.00
6230,Pesto albahaca y pistachos - Italiamo,Italiamo,346.00,4.80,3.00,3.00,4.00,4.00,2.00
6231,Mojito & Mint Flavour - After Eight,"After Eight, Nestlé",426.00,7.60,67.70,,5.00,4.00,1.00
6232,Tortilla Strips - Kirkland Signature,Kirkland Signature,500.00,3.57,0.00,2.00,3.00,3.00,
6233,"Grönsakskaka, 600gr",Ikea,173.00,6.67,1.33,1.00,3.00,4.00,1.00
6234,Sirup Holunderblüte - Chef Select,Chef Select,307.00,0.00,76.00,,4.00,4.00,2.00
6235,Frogs - Sugarland,Sugarland,329.00,0.10,46.00,3.00,4.00,4.00,6.00
6236,Mermelada de Melocotón - Gutbio,Gutbio,170.00,0.10,40.00,1.00,3.00,4.00,1.00
6237,Petits Palets de Chèvre Doux - Chèvrefin,Chèvrefin,241.00,13.00,1.50,4.00,3.00,3.00,
6238,Lindahls kvarg,Nestlé,50.00,0.50,3.33,,1.00,4.00,4.00
6239,La crème fraiche Nata líquida fresca extracremosa,President,291.00,20.00,2.90,2.00,4.00,3.00,
6240,Queso Raclette - Le Rustique,Le Rustique,328.00,18.00,0.10,3.00,4.00,3.00,
6241,Yogur de soja - Auchan,Auchan,41.00,0.40,0.40,2.00,1.00,4.00,2.00
6242,Filetes Bacalao - Carrefour,Carrefour,78.00,0.20,0.00,5.00,1.00,1.00,
6243,Cocktail japanese style - Carrefour,Carrefour,390.00,1.40,8.90,,2.00,4.00,6.00
6244,Mezcla de especias para Guacamole - Carrefour,Carrefour,297.00,0.60,24.00,5.00,,4.00,2.00
6245,Instant Miso Soup - Blue Dragon,Blue Dragon,160.00,0.60,17.00,,,4.00,5.00
6246,Bio chocolate ecológico cacao trinitario de república - Suchard,Suchard,580.00,25.00,29.00,3.00,4.00,4.00,2.00
6247,Happy Hippo - KinderFerrero,KinderFerrero,593.00,17.60,45.10,3.00,5.00,4.00,4.00
6248,Respiral regaliz mentol - Halls,Halls,385.00,0.00,78.00,3.00,4.00,4.00,1.00
6249,Finitos céréales y semillas,Auchan,295.00,1.00,8.60,2.00,3.00,4.00,9.00
6250,Chocolate con leche sin azúcares - Nestlé,Nestlé,478.00,18.90,11.50,5.00,4.00,4.00,3.00
6251,Cheetos Pelotazos Bolsa 40 g,Cheetos,520.00,4.00,6.50,2.00,4.00,4.00,4.00
6252,Hojaldres - Hojaldres Alonso,Hojaldres Alonso,397.00,8.60,41.00,,5.00,4.00,13.00
6253,Patatas light - Consum,Consum,463.00,1.80,0.50,2.00,4.00,3.00,
6254,Yogurt natural - Consum,Consum,59.00,1.70,4.90,2.00,2.00,3.00,
6255,HALLS extra strong,Halls,234.00,0.00,0.00,3.00,2.00,4.00,6.00
6256,Mollete San roque,Mollete,235.00,0.48,1.10,,2.00,3.00,2.00
6257,Sirope de Agave - Sunny Via,Sunny Via,310.00,0.00,73.00,4.00,3.00,1.00,
6258,Agua de coco natural - Tesoro natural,Tesoro natural,21.00,0.00,5.00,4.00,2.00,1.00,
6259,Choco iris - Hacendado,Hacendado,524.00,14.00,49.00,3.00,,4.00,11.00
6260,Clara de huevo pasteurizada - Roig,Roig,50.00,0.00,1.10,3.00,1.00,1.00,
6261,Picos Integrales - Quely,Quely,444.00,1.50,3.40,2.00,3.00,3.00,
6262,zumosfera leche y fruta (sin grasas) - Dia,Dia,30.00,0.00,6.40,5.00,5.00,4.00,4.00
6263,Reina,Reina,724.00,1.00,28.20,,,4.00,12.00
6264,Miel de flores - Bonpreu,Bonpreu,330.00,0.00,72.00,2.00,4.00,2.00,
6265,Bonito del Norte en Aceite de Oliva - Nixe,"Nixe, Lidl",180.00,1.60,0.00,5.00,3.00,3.00,
6266,Cafe del mundo,Fairglobe,1.00,0.00,0.00,5.00,2.00,1.00,
6267,Alubia granja - Hacendado,Hacendado,74.00,0.10,1.30,,2.00,3.00,2.00
6268,Espárragos verdes,Hacendado,15.00,0.00,1.00,3.00,3.00,3.00,
6269,Bacon cocido Ahumado - Realvalle,Realvalle,291.00,8.70,1.30,5.00,5.00,4.00,6.00
6270,Lenteja a la riojana - Carrefour,Carrefour,132.00,2.20,0.60,2.00,2.00,3.00,
6271,Nativa 1 - Nestlé,Nestlé,496.00,2.10,60.10,5.00,,4.00,3.00
6272,Limón UPSS Zero,Dia,5.00,0.00,1.00,,1.00,4.00,8.00
6273,Gustosines,Cheetos,477.00,2.90,0.20,,4.00,4.00,1.00
6274,Tiras de maiz frito - Carrefour,Carrefour,561.00,4.20,0.60,,4.00,4.00,1.00
6275,Hamburguesas de pollo Campero espinacas - Coren,Coren,674.00,2.90,0.50,,4.00,4.00,2.00
6276,Gelatina Cero Azucar - jell-o,Jell-o,7.00,0.00,0.00,2.00,,4.00,7.00
6277,Manchego Curado D.O.P. - Dia,Dia,429.00,21.00,0.50,4.00,4.00,3.00,1.00
6278,Tortitas mini de Maíz y Arroz,Dia,465.00,1.80,1.20,3.00,4.00,4.00,4.00
6279,Leche sin lactosa entera,Hacendado,62.00,2.40,4.50,4.00,2.00,3.00,
6280,Galletas rellenas sabor cacao - Bonarea,Bonarea,497.00,11.70,29.40,4.00,5.00,4.00,5.00
6281,"POM'POTES Compotes Gourdes Pomme, P. Brugn 64x90g Format Familial - materne","Materne, POM'POTES, Sans sucres ajoutés",53.00,0.20,9.60,1.00,1.00,4.00,1.00
6282,Chitos - Carrefour,Carrefour,520.00,3.50,3.70,,4.00,4.00,1.00
6283,Patates estil Xurreria Bonpreu,Bonpreu,566.00,3.60,0.60,2.00,3.00,3.00,
6284,Zebras,Dulcesol,493.00,12.00,38.00,,,4.00,7.00
6285,Profeel Protein Snack,Valio,77.00,0.10,8.20,,1.00,4.00,2.00
6286,Café goût lait sucré sticks,Nescafé,442.00,12.00,57.40,5.00,,4.00,6.00
6287,Harina de Avena Vainilla - AREA PROTEICA,AREA PROTEICA,325.00,1.10,0.78,,,4.00,1.00
6288,Corn Flakes - Eroski,Eroski,375.00,0.30,2.70,3.00,3.00,4.00,1.00
6289,Punch Monster,Monster,46.00,0.00,11.00,,5.00,4.00,8.00
6290,Cardo - Hacendado,Hacendado,0.00,0.00,0.90,1.00,3.00,3.00,
6291,Shandy - Argus,"Argus, Shandy",32.00,0.10,6.70,4.00,,4.00,2.00
6292,Takis fuego - barcel,Barcel,490.00,4.00,3.00,2.00,3.00,4.00,9.00
6293,Eritritol&stevia - Canderel,Canderel,1.00,0.20,0.00,,2.00,4.00,1.00
6294,Griego melocotón y maracuyá,Milbona,126.00,4.30,12.90,,3.00,4.00,6.00
6295,Salsa de soja - kania,Kania,65.00,0.10,1.70,2.00,3.00,3.00,
6296,Sabroz arroz blanco cocido - Brillante,Brillante,141.00,0.40,0.20,,2.00,4.00,2.00
6297,Maxi burger 100% integral de trigo con semillas de sésamo,La Cestera,263.00,1.40,6.50,,,4.00,5.00
6298,Leche Calcio desnatada - Hacendado,Hacendado,40.00,0.20,5.30,3.00,1.00,4.00,1.00
6299,Chicken wings mild - Culinea,"Culinea, Lidl, GEKA frisch + frost",213.00,3.90,1.20,4.00,3.00,4.00,
6300,Minis Sondey sabor cacao,Sondey,463.00,1.80,20.00,2.00,3.00,4.00,3.00
6301,Carottes - Carrefour Bio,"Carrefour Bio, Carrefour",30.00,0.10,4.10,2.00,1.00,1.00,
6302,Bizcocho de Chocolate con pepitas - Carrefour,Carrefour,411.00,4.30,32.00,4.00,4.00,4.00,8.00
6303,CORAZÓN de Coco CHOCOLATE NEGRO - Carrefour,"Carrefour, Carrefour Sélection",514.00,20.00,43.00,4.00,5.00,4.00,3.00
6304,Salsa hot - Auchan,Auchan,45.00,0.10,6.50,,3.00,4.00,1.00
6305,Sprits au chocolat - Auchan,Auchan,537.00,17.00,27.00,4.00,5.00,4.00,5.00
6306,Sablés nappés chocolat noir - Auchan,Auchan,501.00,13.00,26.00,3.00,5.00,4.00,4.00
6307,Riz basmati - Auchan,Auchan,350.00,0.10,0.50,5.00,1.00,1.00,
6308,Rapunzel,Rapunzel,362.00,7.30,0.10,4.00,,4.00,1.00
6309,Sugus,Sugus,399.00,5.90,81.60,4.00,5.00,4.00,8.00
6310,Vegetarian Burgers - Linda McCartney’s,"Linda McCartney’s, Linda mcCartneys",220.00,0.90,1.70,2.00,1.00,4.00,1.00
6311,Chicken styles burguers fry's family,Fry's,197.00,1.50,0.50,,3.00,4.00,2.00
6312,Principe - Lu,Lu,475.00,6.10,34.00,3.00,5.00,4.00,
6313,Agua sabor manzana,Font Vella,5.00,0.00,0.00,,2.00,4.00,4.00
6314,arroz largo - Nomen,Nomen,338.00,0.10,0.20,4.00,1.00,1.00,
6315,Aros chocolate blanco - Auchan,Auchan,511.00,14.00,36.00,4.00,5.00,4.00,8.00
6316,Tortitas de maíz con chocolate negro - Gullón,Gullón,455.00,11.00,22.00,3.00,4.00,4.00,2.00
6317,Zumo de manzana - Juver,Juver,46.00,0.00,9.60,3.00,5.00,1.00,1.00
6318,Chaskis - Facundo,Facundo,431.00,1.40,1.90,,4.00,3.00,3.00
6319,Chips premium à la truffe noire - Torres,Torres,588.00,27.00,0.50,2.00,5.00,4.00,
6320,Chocolate negro 72% - Carrefour,Carrefour,541.00,23.00,28.00,4.00,4.00,4.00,2.00
6321,Sirope de agave - Nat Sanno,Nat Sanno,309.00,0.00,77.20,3.00,4.00,1.00,
6322,Patatas fritas en sartén,A Casa Vella,578.00,6.10,1.00,2.00,4.00,3.00,
6323,Galletas Digestive Soja & Frutas - Dia,Dia,466.00,2.50,19.00,3.00,4.00,4.00,10.00
6324,Queso fundido lonchas light - Dia,Dia,172.00,5.70,5.20,4.00,4.00,4.00,3.00
6325,Carte d'Or - 900 ml,Carte d'Or,194.00,5.20,26.00,2.00,4.00,4.00,4.00
6326,Atún claro al natural - Carrefour,Carrefour,104.00,0.30,0.00,4.00,2.00,3.00,
6327,Mango Peach - Sojade,Sojade,75.00,0.30,9.50,2.00,1.00,4.00,1.00
6328,Maíz dulce - Carrefour,Carrefour,89.00,0.50,4.90,2.00,1.00,3.00,
6329,Mermelada de melocotón - Helios,Helios,180.00,0.00,43.20,2.00,3.00,4.00,2.00
6330,Cuscús Pimiento y uvas pasas - Chef Select,Chef Select,209.00,0.70,7.10,1.00,3.00,4.00,1.00
6331,Arroz grano largo - Carrefour,Carrefour,350.00,0.30,0.00,5.00,1.00,1.00,
6332,Delicious by ñaming,ñaming,214.00,1.50,2.60,,2.00,4.00,12.00
6333,Chocolate Extrafino Negro - Eroski,Eroski,548.00,21.00,45.00,5.00,5.00,4.00,2.00
6334,Bebida almendra,Eroski,32.00,0.10,3.40,2.00,2.00,4.00,2.00
6335,Huile d’olive,Gallina Blanca,821.00,13.00,0.00,2.00,5.00,3.00,
6336,Chocolate Amargo sin azúcar 55%,Turin,463.00,22.10,0.10,5.00,4.00,4.00,3.00
6337,Bocaditos - La cestera,La cestera,464.00,3.30,25.00,,4.00,4.00,3.00
6338,Pure fresh tutti frutti - Mentos,Mentos,800.00,0.00,0.00,,,4.00,8.00
6339,Choco stik nata - Hacendado,Hacendado,319.00,16.00,26.00,3.00,4.00,4.00,5.00
6340,Galletas Digestive Chocolate,Eroski,463.00,6.00,26.00,3.00,4.00,4.00,7.00
6341,Relleno para Fajitas - DIA,DIA,79.00,0.50,4.20,3.00,1.00,4.00,3.00
6342,Confitura de tomate - Hero,Hero,235.00,0.00,57.00,2.00,4.00,4.00,1.00
6343,Café colombiano - Hacendado,Hacendado,341.00,5.80,2.00,5.00,1.00,1.00,
6344,Bacalao dorado,Hacendado,263.00,2.00,1.80,5.00,2.00,3.00,
6345,Leche entera calcio - Hacendado,Hacendado,68.00,2.40,4.90,3.00,2.00,4.00,1.00
6346,Queso fresco sin sal - Carrefour,Carrefour,119.00,4.00,4.00,4.00,1.00,3.00,
6347,Tumaca nat.,Carrefour,62.00,0.50,2.90,2.00,1.00,4.00,2.00
6348,Bio Corn Flakes - esgir,Esgir,379.00,0.16,0.60,3.00,1.00,4.00,2.00
6349,"Berry granola with raspberries, blackcurrants & blueberries",Deliciously Ella,363.00,1.00,11.00,2.00,2.00,3.00,
6350,Queso para untar - Eroski,Eroski,141.00,3.00,0.60,,,4.00,2.00
6351,Pit d'indiot - Bonpreu,Bonpreu,93.00,1.10,0.50,4.00,3.00,4.00,4.00
6352,Strawberry cheescake - Ben & Jerry's,Ben & Jerry's,243.00,7.40,24.00,1.00,4.00,4.00,6.00
6353,Sandvis,Delma,180.00,6.00,0.50,3.00,3.00,2.00,
6354,mayonesa,Kris,580.00,7.00,0.00,4.00,3.00,4.00,3.00
6355,Lasaña vegetal - Dunany Foods,Dunany Foods,148.00,4.20,2.60,2.00,3.00,4.00,4.00
6356,Tortiglioni - Carrefour,Carrefour,354.00,0.30,1.50,2.00,1.00,1.00,
6357,Tortillas poquet - old el paso,old el paso,339.00,1.50,2.70,2.00,3.00,4.00,5.00
6358,Bebida vegetal de almendra con calcio,"Carrefour, Carrefour sensation",40.00,0.20,4.20,2.00,2.00,4.00,3.00
6359,Galletas Tuc,Tuc,479.00,1.90,7.10,4.00,4.00,4.00,3.00
6360,Leche fresca pastoreo semidesnatada - MILBONA,MILBONA,45.00,1.00,4.70,2.00,2.00,1.00,
6361,Costa Chocman,"Costa, Chocman",400.00,10.30,40.70,3.00,5.00,4.00,24.00
6362,Shirataki Udon Style - Miyata,Miyata,10.00,0.10,0.50,,2.00,4.00,2.00
6363,pan para hamburguesa 4 unidades,,284.00,0.90,4.70,2.00,3.00,3.00,2.00
6364,Tiras de pechuga de pollo asadas - Noel,Noel,116.00,0.60,2.40,4.00,1.00,4.00,1.00
6365,Rapiditas,Bimbo,2.00,2.20,0.90,,,4.00,10.00
6366,Tarta Limon,Hacendado,258.00,12.60,25.10,3.00,4.00,4.00,7.00
6367,Caldo de Verduras - Knorr,Knorr,15.00,0.70,0.40,,,4.00,2.00
6368,Yaourt a la cerise - Milbona,Milbona,135.00,5.50,11.80,2.00,3.00,4.00,4.00
6369,Trüffel - Deluxe,"Deluxe, 2x Deluxe. //",358.00,6.80,0.30,1.00,4.00,4.00,
6370,Filets d’Anchoix à l’huile d’olive - ZAPI,ZAPI,149.00,0.00,0.00,3.00,3.00,3.00,
6371,Queso de Cabra Caliente listo para dorar - Carrefour,Carrefour,319.00,13.00,2.20,4.00,4.00,4.00,
6372,Brownie pocket chocolate y avellanas - Carrefour,Carrefour,428.00,4.70,27.00,3.00,4.00,4.00,7.00
6373,"Chocolate Chocolate con leche, corazón vainilla - Carrefour",Carrefour,295.00,12.00,31.00,2.00,5.00,4.00,2.00
6374,Organic bio postre de soja ecológico sabor chocolate - Provamel,Provamel,88.00,0.40,9.20,2.00,2.00,3.00,
6375,Zuegg,Zuegg,49.00,0.00,11.00,5.00,5.00,4.00,1.00
6376,Tarta de almendra,Ancano,482.00,10.70,31.90,,5.00,4.00,9.00
6377,Soja texturizada fina - Natur Cesta,Natur Cesta,342.00,0.20,11.90,2.00,1.00,1.00,
6378,Digestive Chocolate - eliges,Eliges,498.00,13.00,26.00,4.00,5.00,4.00,4.00
6379,Patatas fritas Seleqtia - Eroski,Eroski,512.00,4.60,0.00,2.00,3.00,3.00,
6380,LOMO DE CERDO COCIDO Y AHUMADO AL ESTILO SAJONIA - Gutbio,Gutbio,115.00,1.30,1.00,,4.00,4.00,1.00
