,Product Name,Brands,NOVA 4,Nutri-Score,Countries,Additives,Eco-Score,Energía,Grasas saturadas,Azúcares
85,Muffin de Arándanos - Nakd. - 140 g,Nakd.,Alimentos procesados,B,"Bélgica, República Checa, Francia, Países Bajos, España","u, n, k, n, o, w, n",Eco-Score C,1558 kj(371 kcal),2 g,52 g
86,"Zero Sugar - Coca-Cola - 1,5 l","Coca-Cola, Coke Zero",Alimentos ultraprocesados,B,"Austria, Bélgica, Francia, Alemania, Grecia, Luxemburgo, Polonia, Portugal, Serbia, España, Suecia, Suiza","E150d - Caramelo de sulfito amónico, E290 - Dióxido de carbono, E331 - Citratos de sodio, E338 - Ácido fosfórico, E950 - Acesulfamo K, E951 - Aspartamo, E952 - Ciclamato",Eco-Score aún no aplicable,"2,3 kj(0 kcal)",0 g,0 g
87,Mozzarella - Galbani - 0.125 kg,Galbani,Alimentos procesados,C,"Francia, Alemania, Italia, Japón, España, Suiza, Reino Unido",E330 - Ácido cítrico,Eco-Score C,989 kj(238 kcal),13 g,1 g
88,Guacamole - Hacendado - 200g,Hacendado,Alimentos ultraprocesados,A,"Rumania, España","E202 - Sorbato potásico, E300 - Ácido ascórbico, E301 - Ascorbato sódico, E330 - Ácido cítrico, E331 - Citratos de sodio",Eco-Score C,613 kj(149 kcal),"3,8 g","1,4 g"
89,Macarrones rallados integrales - Barilla - 500g,"Barilla, Mautner Markhof",Alimentos no procesados o mínimamente procesados,A,"Bélgica, Francia, Alemania, Hungría, Italia, Eslovenia, España, Suiza","u, n, k, n, o, w, n",Eco-Score A,1466 kj(347 kcal),"0,5 g","3,5 g"
90,Chocolate negro Ecuador 70% cacao - J.D. Gross - 125g,J.D. Gross,Alimentos ultraprocesados,E,"Alemania, Italia, España, en:Alemania, en:Bélgica, en:Francia, en:Suiza","E322 - Lecitinas, E322i - Lecitina",Eco-Score D,2364 kj(565 kcal),25 g,"27,2 g"
91,"Bio-Haferflocken, zart - Crownfield - 500g",Crownfield,Nivel de procesamiento de alimentos desconocido,A,"Francia, Alemania, Países Bajos, Portugal, España, Suiza","u, n, k, n, o, w, n",Eco-Score A,1561 kj(371 kcal),"1,1 g","0,8 g"
92,Krisprolls - 425g,KRISPROLLS,Alimentos procesados,C,"Francia, Luxemburgo, España, fr:Francia","u, n, k, n, o, w, n",Eco-Score A,1687 kj(397 kcal),"2,1 g",7 g
93,Diet Nature fibra integral sin azúcares - Gullón - 170 g,Gullón,Alimentos ultraprocesados,B,"Francia, Guadalupe, Hungría, Marruecos, Rumania, España, Túnez","E322 - Lecitinas, E322i - Lecitina, E965 - Maltitol",Eco-Score C,1803 kj(431 kcal),"1,7 g","0,5 g"
94,Chocolate negro 72% cacao con almendras enteras - Hacendado - 200 g,Hacendado,Alimentos ultraprocesados,D,"España, Estados Unidos","E322 - Lecitinas, E322i - Lecitina",Eco-Score E,2450 kj(590 kcal),21 g,22 g
95,Activia vanille - Danone - 500 g,"Danone, Activia",Alimentos ultraprocesados,B,"Bélgica, Francia, Luxemburgo, España","u, n, k, n, o, w, n",Eco-Score B,386 kj(92 kcal),2 g,"12,7 g"
96,Excellence 85% cacao - Lindt - 100 g,Lindt,Alimentos procesados,E,"Andorra, Austria, Bélgica, Bulgaria, Dinamarca, Francia, Alemania, Hungría, Italia, Marruecos, Países Bajos, Polonia, Portugal, Rumania, Rusia, España, Suiza, Reino Unido","u, n, k, n, o, w, n",Eco-Score E,2418 kj(584 kcal),27 g,15 g
97,Red Bull - Energy Drink - 250 ml,RED BULL,Alimentos ultraprocesados,E,"Bélgica, Francia, Alemania, España, Suiza","E101 - Riboflavina, E101i - Riboflavina, E150a - Color caramelo, E330 - Ácido cítrico, E500 - Carbonatos de sodio, E504 - Carbonatos de magnesio",Eco-Score aún no aplicable,195 kj(46 kcal),0 g,11 g
98,Muesli con frutas - Bjorg - 750 g,Bjorg,Alimentos procesados,A,"Francia, España","u, n, k, n, o, w, n",Eco-Score B,1513 kj(360 kcal),"2,6 g",10 g
99,Maribel - 180 ml,Maribel,Nivel de procesamiento de alimentos desconocido,D,"República Checa, Francia, Alemania, Lituania, España","u, n, k, n, o, w, n",Eco-Score C,1275 kj(300 kcal),"0,1 g",75 g
100,Special K original - Kellogg's - 440 g,Kellogg's,Alimentos ultraprocesados,C,"Francia, Italia, España, en:Francia, en:Martinica, en:Suiza","u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,1588 kj(375 kcal),"0,3 g",15 g
101,Skyr - Danone - 140 g,Danone,Alimentos procesados,A,"Francia, Alemania, Italia, España, Suiza","u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,244 kj(57 kcal),"0,1 g","3,9 g"
102,Arándanos deshidratados - Alesto - 200 g,Alesto,Nivel de procesamiento de alimentos desconocido,C,"Bélgica, Francia, Alemania, Rumania, España","u, n, k, n, o, w, n",Eco-Score D,1430 kj(338 kcal),"0,1 g","70,5 g"
103,Ferrero Rocher - 375 g,Ferrero,Alimentos ultraprocesados,E,"Argelia, Francia, Italia, México, España, Túnez, en:Bélgica, en:Estados Unidos, en:Francia, en:Marruecos, en:Suiza",E322 - Lecitinas,El Eco-Score no pudo ser calculado,2506 kj(603 kcal),"14,1 g","39,9 g"
104,Ben & Jerry's - Cookie dough - 406 g,Ben & Jerry's,Alimentos ultraprocesados,D,"Austria, Francia, Alemania, Portugal, España, en:Belgien, en:Deutschland, en:Frankreich, en:Vereinigtes-konigreich","E322 - Lecitinas, E407 - Carragenatos, E412 - Goma guar",Eco-Score B,984 kj(235 kcal),8 g,22 g
105,Nutella 750g - FERRERO,"FERRERO, NUTELLA",Alimentos ultraprocesados,E,"Argelia, Austria, Bélgica, Croacia, Francia, Guayana Francesa, Polinesia Francesa, Alemania, Guadalupe, Hungría, Irlanda, Jordania, Líbano, Martinica, Marruecos, Portugal, Reunión, Rumania, Senegal, Serbia, Eslovenia, España, Túnez, Reino Unido","E322 - Lecitinas, E322i - Lecitina",Eco-Score D,2252 kj(533 kcal),"10,6 g","56,3 g"
106,Sauce Barbecue - Heinz - 480 g 400 ml,Heinz,Alimentos ultraprocesados,D,"Bélgica, Estonia, Francia, Hungría, España, Suiza",E415 - Goma xantana,Eco-Score B,584 kj(138 kcal),"0,1 g",29 g
107,Houmous extra - Pois chiches français & graines de sésame - Blini - 175 g,"Blini, L'atelier Blini",Alimentos procesados,B,"Francia, España, Suiza","E202 - Sorbato potásico, E330 - Ácido cítrico",Eco-Score A,1314 kj(318 kcal),"2,6 g","0,3 g"
108,Biscotes integrales ecológicos - Carrefour Bio - 300 g (2 x 18),"Carrefour Bio, Carrefour",Alimentos ultraprocesados,A,"Francia, España, en:Francia, en:Polinesia Francesa",E300 - Ácido ascórbico,El Eco-Score no pudo ser calculado,1582 kj(378 kcal),"0,5 g",4 g
109,Toblerone - 100 g,"Toblerone, Mondelez",Alimentos ultraprocesados,E,"Australia, Bélgica, Bolivia, Francia, Alemania, Italia, Polonia, España, Suiza, Tailandia","E322 - Lecitinas, E322i - Lecitina",Eco-Score A,2209 kj(528 kcal),17 g,60 g
110,Chocolat noir 70% cacao - Fairglobe - 100 g,Fairglobe,Alimentos ultraprocesados,E,"Bélgica, Bulgaria, Francia, Alemania, Portugal, Serbia, España","E322 - Lecitinas, E322i - Lecitina",Eco-Score C,2373 kj(572 kcal),25 g,28 g
111,Cereales copos de trigo espelta integral 0% azúcares añadidos - Hacendado - 400 g,Hacendado,Alimentos procesados,A,"Rumania, España","u, n, k, n, o, w, n",Eco-Score C,1523 kj(364 kcal),"0,2 g","1,9 g"
112,Nature - Lay's - 150 g,Lay's,Alimentos procesados,C,"Francia, España, Estados Unidos, en:Allemagne, en:Belgique, en:Espagne, en:Royaume-Uni","u, n, k, n, o, w, n",Eco-Score B,2305 kj(551 kcal),"4,2 g","0,5 g"
113,Sour Cream & Onion - Pringles - 200 g,Pringles,Alimentos ultraprocesados,D,"Austria, Francia, Alemania, España, Suiza, Reino Unido, en:Belgien, en:Deutschland, en:Frankreich, en:Marokko, en:Schweden, en:Schweiz, en:Spanien, en:Vereinigtes Königreich","E160b - Annato, E270 - Ácido láctico, E296 - Ácido málico, E330 - Ácido cítrico, E471 - Mono- y diglicéridos de ácidos grasos, E621 - Glutamato monosódico, E631 - Inosinato disódico",Eco-Score C,2237 kj(536 kcal),3 g,"2,4 g"
114,Nutella - Ferrero - 400g,Ferrero,Alimentos ultraprocesados,E,"Croacia, Francia, Hungría, Kuwait, Líbano, Portugal, Rumania, España, Turquía",E322 - Lecitinas,Eco-Score D,2252 kj(539 kcal),"10,6 g","56,3 g"
115,Kinder Riegel - 21 g,Kinder,Nivel de procesamiento de alimentos desconocido,E,"Bélgica, Francia, Alemania, Polonia, España, Suiza","u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,2360 kj(566 kcal),"22,6 g","53,3 g"
116,"Coca-Cola zero - 1,75 L",Coca-Cola,Alimentos ultraprocesados,B,"Bélgica, Francia, España, Suiza","E150d - Caramelo de sulfito amónico, E331 - Citratos de sodio, E338 - Ácido fosfórico, E950 - Acesulfamo K, E951 - Aspartamo",Eco-Score aún no aplicable,"1,4 kj(0 kcal)",0 g,0 g
117,Achicoria soluble - LEROUX - 200 g,LEROUX,Alimentos no procesados o mínimamente procesados,C,"Francia, España","u, n, k, n, o, w, n",Eco-Score A,?,?,?
118,"Baiocchi - Mulino Bianco - 260g, 28 biscuits","Mulino Bianco, Mulino Bianco",Alimentos ultraprocesados,D,"Francia, Alemania, Italia, España, Suiza","E336 - Tartratos de potasio, E336i - Tartrato monopotásico, E500 - Carbonatos de sodio, E500ii - Bicarbonato de sodio, E503 - Carbonatos de amonio, E503ii - Bicarbonato de amonio",Eco-Score C,2136 kj(511 kcal),"7,5 g","21,5 g"
119,Digestive - Hacendado - 400 g,Hacendado,Alimentos ultraprocesados,B,"Rumania, España","E330 - Ácido cítrico, E500 - Carbonatos de sodio, E500i - Carbonato sódico, E502 - Carbonatos, E965 - Maltitol",Eco-Score C,2021 kj(483 kcal),"1,8 g","0,42 g"
120,Milka - Choco Pause - 260 g,"Milka, Mondelez",Alimentos ultraprocesados,E,"Francia, Alemania, Marruecos, España","E322 - Lecitinas, E322i - Lecitina, E500 - Carbonatos de sodio, E503 - Carbonatos de amonio",Eco-Score D,2124 kj(507 kcal),12 g,35 g
121,Kinder Délice - 39g,Kinder,Alimentos ultraprocesados,E,"Bélgica, Francia, Alemania, Hungría, Italia, México, Marruecos, Portugal, Rumania, España, Suiza","E322 - Lecitinas, E422 - Glicerol, E471 - Mono- y diglicéridos de ácidos grasos, E500 - Carbonatos de sodio, E500ii - Bicarbonato de sodio, E503 - Carbonatos de amonio, E503i - Carbonato de amonio",Eco-Score E,1901 kj(455 kcal),"13,1 g",41 g
122,Arrabbiata - Barilla - 400 g,"Barilla, Italien",Alimentos ultraprocesados,A,"Australia, Austria, Bélgica, Bulgaria, Dinamarca, Finlandia, Francia, Alemania, Italia, Noruega, España, Suecia, Suiza","u, n, k, n, o, w, n",Eco-Score A,250 kj(60 kcal),"0,3 g",5 g
123,Ferrero Rocher - 200 g,Ferrero Rocher,Nivel de procesamiento de alimentos desconocido,E,"Australia, Austria, Bélgica, Francia, Marruecos, Portugal, España, Suiza, Reino Unido, Estados Unidos","u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,2506 kj(603 kcal),"14,1 g","39,9 g"
124,Corn Flakes - Kellogg's - 500 g,Kellogg's,Alimentos procesados,C,"Francia, Italia, Portugal, Rumania, España","u, n, k, n, o, w, n",Eco-Score D,1604 kj(378 kcal),"0,2 g",8 g
125,CRUNCH - Nestlé - 100 g,"Nestlé, Crunch",Alimentos ultraprocesados,E,"Bélgica, Francia, Martinica, Reunión, Serbia, España, Suiza","E322 - Lecitinas, E322i - Lecitina",Eco-Score C,2147 kj(513 kcal),"15,5 g","50,4 g"
126,Actimel 0% - Danone - 800 g,"Danone, Actimel",Alimentos ultraprocesados,C,"Bélgica, Francia, Alemania, España","E440 - Pectinas, E950 - Acesulfamo K, E951 - Aspartamo",El Eco-Score no pudo ser calculado,115 kj(27 kcal),"0,03 g",3 g
127,Bebida de avena - ALITEY - 1 l,ALITEY,Alimentos no procesados o mínimamente procesados,B,"Francia, Rumania, España","u, n, k, n, o, w, n",Eco-Score B,194 kj(46 kcal),"0,2 g","5,4 g"
128,Special K chocolat noir - Kellogg's - 550 g,Kellogg's,Alimentos ultraprocesados,C,"Bélgica, Francia, Luxemburgo, España, Suiza","E322 - Lecitinas, E322i - Lecitina",Eco-Score D,1666 kj(394 kcal),"2,6 g",20 g
129,Copos de avena - Carrefour - 500 g,Carrefour,Alimentos no procesados o mínimamente procesados,A,"Bélgica, Francia, Italia, Polonia, España, fr:Francia, fr:Grecia, fr:Guadalupe, fr:Marruecos","u, n, k, n, o, w, n",Eco-Score B,1530 kj(363 kcal),"1,2 g","1,1 g"
130,Galettes de Maïs - Sondey - 130 g e,Sondey,Alimentos procesados,B,"Francia, Portugal, España","u, n, k, n, o, w, n",Eco-Score B,1612 kj(385 kcal),"0,3 g","0,5 g"
131,Excellence 78% cacao - Lindt - 100 g,Lindt,Alimentos procesados,E,"Australia, Francia, Alemania, Italia, España, Suiza","u, n, k, n, o, w, n",Eco-Score C,2384 kj(576 kcal),29 g,17 g
132,Galletas digestive avena - Hacendado - 425 g,Hacendado,Alimentos ultraprocesados,C,"Portugal, España","E500 - Carbonatos de sodio, E500ii - Bicarbonato de sodio, E503 - Carbonatos de amonio, E503ii - Bicarbonato de amonio",Eco-Score B,1996 kj(477 kcal),"2,3 g",18 g
133,Galletas de espelta 0% azúcares añadidos - Hacendado - 200 g,Hacendado,Alimentos ultraprocesados,A,"Portugal, España","E322 - Lecitinas, E322i - Lecitina, E500 - Carbonatos de sodio, E503 - Carbonatos de amonio, E965 - Maltitol",Eco-Score B,1764 kj(422 kcal),"1,3 g",2 g
134,Ketchup - Heinz - 500ml,Heinz,Alimentos procesados,D,"Argelia, Bélgica, Dinamarca, Francia, Alemania, Nueva Caledonia, Noruega, Reunión, España, Suecia, Suiza, Reino Unido","u, n, k, n, o, w, n",Eco-Score B,435 kj(102 kcal),"0,1 g","22,8 g"
135,Smacks - Kellogg's - 400 g,"Kellogg's, Smacks",Alimentos ultraprocesados,C,"Bélgica, Francia, Alemania, Grecia, Países Bajos, Portugal, España, Suiza, Reino Unido","u, n, k, n, o, w, n",Eco-Score D,1597 kj(377 kcal),"0,3 g",34 g
136,Pim's framboise - Lu - 150 g,Lu,Alimentos ultraprocesados,D,"Bélgica, Francia, Marruecos, España, Suiza","E322 - Lecitinas, E322i - Lecitina, E330 - Ácido cítrico, E331 - Citratos de sodio, E333 - Citratos de calcio, E339 - Fosfatos de sodio, E415 - Goma xantana, E440 - Pectinas, E500 - Carbonatos de sodio, E503 - Carbonatos de amonio",Eco-Score C,1672 kj(397 kcal),"5,8 g",48 g
137,Muesli crunchy sin azúcares añadidos - Hacendado - 500 g,Hacendado,Alimentos ultraprocesados,A,"Portugal, España","u, n, k, n, o, w, n",Eco-Score C,1711 kj(409 kcal),"1,5 g","2,3 g"
138,Shot de gingembre bio - solevita - 150ml e,Solevita,Alimentos no procesados o mínimamente procesados,D,"Bélgica, Francia, Alemania, Hungría, España, Suiza",E300 - Ácido ascórbico,Eco-Score D,142 kj(33 kcal),"0,1 g","7,6 g"
139,Natural con avena - Alpro - 500 g,Alpro,Alimentos ultraprocesados,A,"Bélgica, Francia, Alemania, Luxemburgo, Países Bajos, España","E304 - Ésteres de ácidos grasos del ácido ascórbico, E306 - Extracto rico en tocoferoles, E330 - Ácido cítrico, E331 - Citratos de sodio, E333 - Citratos de calcio, E333iii - Citrato tricálcico, E440 - Pectinas",Eco-Score A,233 kj(56 kcal),"0,4 g","1,9 g"
140,Chocolate negro Madagascar 85% cacao - Ethiquable - 100 g,Ethiquable,Alimentos procesados,D,"Francia, España","u, n, k, n, o, w, n",Eco-Score C,2590 kj(619 kcal),"30,7 g","14,4 g"
141,"Pim's naranja - LU - 12 biscuits, 150 g",LU,Alimentos ultraprocesados,D,"Bélgica, Francia, España, Suiza","E322 - Lecitinas, E322i - Lecitina, E330 - Ácido cítrico, E331 - Citratos de sodio, E333 - Citratos de calcio, E415 - Goma xantana, E440 - Pectinas, E450 - Difosfatos, E500 - Carbonatos de sodio, E503 - Carbonatos de amonio",Eco-Score C,1670 kj(397 kcal),"5,8 g",48 g
142,Fanta naranja - 330 ml,Fanta,Alimentos ultraprocesados,E,"Benín, Bulgaria, Francia, Senegal, España","E290 - Dióxido de carbono, E300 - Ácido ascórbico, E330 - Ácido cítrico, E412 - Goma guar",Eco-Score aún no aplicable,187 kj(44 kcal),0 g,"10,8 g"
143,Powerade Ice Storm - Coca-Cola - 500 ml,Coca-Cola,Alimentos ultraprocesados,D,"Bielorrusia, Francia, Hungría, Rusia, España, Suiza, Reino Unido","E133 - Azul brillante FCF, E330 - Ácido cítrico, E331 - Citratos de sodio, E414 - Goma arábiga, E950 - Acesulfamo K, E951 - Aspartamo",Eco-Score aún no aplicable,93 kj(22 kcal),0 g,5 g
144,Wafer filled with hazelnut spread with cocoa - Nutella - 132g,"Nutella, นูเทลล่า",Nivel de procesamiento de alimentos desconocido,E,"Bélgica, Francia, Alemania, Italia, Luxemburgo, Martinica, Mauricio, Marruecos, Nueva Caledonia, Reunión, España, Suiza, Tailandia, Reino Unido","u, n, k, n, o, w, n",Eco-Score C,2177 kj(521 kcal),"9,5 g","47,1 g"
145,Nueces pacanas sin cáscara - Alesto - 200 g,Alesto,Alimentos procesados,A,"Austria, Francia, Alemania, Italia, España","u, n, k, n, o, w, n",Eco-Score E,3009 kj(731 kcal),"6,1 g","4,2 g"
146,Nakd. - 140 g,Nakd.,Alimentos procesados,C,"Bélgica, Francia, España, fr:Belgica, fr:Francia","u, n, k, n, o, w, n",Eco-Score C,1776 kj(425 kcal),"3,9 g","38,8 g"
147,8 Tortillas - Blé nature - Old el Paso - 326 g e,"Old el Paso, General Mills",Alimentos ultraprocesados,B,"Francia, España","E422 - Glicerol, E450 - Difosfatos, E471 - Mono- y diglicéridos de ácidos grasos, E500 - Carbonatos de sodio, E500ii - Bicarbonato de sodio",Eco-Score A,1251 kj(299 kcal),"1,2 g","2,1 g"
148,Cruesli chocolat au lait - Quaker - 450 g,Quaker,Alimentos ultraprocesados,C,"Francia, Reunión, España","E306 - Extracto rico en tocoferoles, E322 - Lecitinas, E322i - Lecitina",Eco-Score D,1914 kj(457 kcal),"4,8 g",20 g
149,Petit écolier - Lu - 150 g,Lu,Alimentos ultraprocesados,E,"Francia, Reunión, España, Suiza","E322 - Lecitinas, E322i - Lecitina, E330 - Ácido cítrico, E450 - Difosfatos, E450i - Difosfato disódico, E500 - Carbonatos de sodio, E500ii - Bicarbonato de sodio, E502 - Carbonatos",Eco-Score C,2101 kj(502 kcal),16 g,36 g
150,Tomate frito - Hacendado - 400 g,Hacendado,Alimentos ultraprocesados,C,"Rumania, España","E14XX - Almidón modificado, E202 - Sorbato potásico",Eco-Score B,321 kj(77 kcal),"0,3 g","6,9 g"
151,"Muesli con quinoa, chía y chocolate negro - Hacendado - 400 g",Hacendado,Alimentos ultraprocesados,C,"Portugal, España",E322 - Lecitinas,Eco-Score B,1748 kj(416 kcal),"4,3 g",18 g
152,Original - Oreo - 220 g,"Oreo, Mondelēz",Alimentos ultraprocesados,E,"Bélgica, Canadá, Francia, Alemania, Italia, México, Portugal, España, Suiza","E322 - Lecitinas, E322i - Lecitina",Eco-Score D,1997 kj(474 kcal),"5,2 g",38 g
153,Lasagne all'uovo - Barilla - 500 g,Barilla,Alimentos no procesados o mínimamente procesados,A,"Bélgica, Canadá, Croacia, Francia, Alemania, Grecia, Hungría, Italia, Luxemburgo, Montenegro, Rumania, Serbia, Eslovenia, España, Suiza, Reino Unido, Uruguay","u, n, k, n, o, w, n",Eco-Score B,1554 kj(368 kcal),1 g,3 g
154,Espelta crackers - Bachman - 240 g,Bachman,Alimentos ultraprocesados,B,"Andorra, Francia, Portugal, España","u, n, k, n, o, w, n",Eco-Score B,1824 kj(435 kcal),"1,4 g","3,4 g"
155,Corn Flakes 0%azúcares añadidos - Hacendado - 500 g,Hacendado,Alimentos procesados,B,"Rumania, España",E306 - Extracto rico en tocoferoles,Eco-Score D,1561 kj(373 kcal),"0,4 g","0,9 g"
156,Monster Energy - 500 ml,"Monster Energy, Monster",Alimentos ultraprocesados,E,"Bélgica, Francia, España, en:Guadalupe","E163 - Antocianinas, E200 - Ácido sórbico, E210 - Ácido benzoico, E330 - Ácido cítrico, E331 - Citratos de sodio, E955 - Sucralosa",Eco-Score aún no aplicable,156 kj(37 kcal),0 g,"8,4 g"
157,Diet Nature Digestive sin azúcares - Gullón - 400 g,Gullón,Alimentos ultraprocesados,B,"Andorra, Francia, Marruecos, Portugal, Senegal, España, en:Francia","E953 - Isomalt, E965 - Maltitol",Eco-Score C,1799 kj(430 kcal),"1,5 g","0,5 g"
158,Cebolla frita - Kania - 50g,Kania,Alimentos procesados,E,"Austria, Francia, Alemania, Países Bajos, Polonia, España, Suiza","u, n, k, n, o, w, n",Eco-Score E,2450 kj(590 kcal),21 g,9 g
159,100% cacao - Lindt - 50g,Lindt,Alimentos procesados,D,"Austria, Francia, Alemania, Italia, España","u, n, k, n, o, w, n",Eco-Score D,2534 kj(614 kcal),34 g,"0,5 g"
160,Tortillas de trigo integrales - Hacendado - 360 g,Hacendado,Alimentos ultraprocesados,A,"Rumania, España","E202 - Sorbato potásico, E282 - Propionato de calcio, E296 - Ácido málico, E330 - Ácido cítrico, E415 - Goma xantana, E422 - Glicerol, E471 - Mono- y diglicéridos de ácidos grasos, E920 - L-cisteína",El Eco-Score no pudo ser calculado,1149 kj(273 kcal),"1,5 g","1,9 g"
161,+Proteínas Chocolate - Hacendado - 480 g (4 x 120 g),Hacendado,Alimentos ultraprocesados,A,"Portugal, España","E14XX - Almidón modificado, E331 - Citratos de sodio, E407 - Carragenatos, E950 - Acesulfamo K, E955 - Sucralosa",Eco-Score B,342 kj(81 kcal),"0,6 g","6,6 g"
162,Oreo O'S - 350 g,Oreo,Alimentos ultraprocesados,C,"Francia, España","E322 - Lecitinas, E322i - Lecitina, E500 - Carbonatos de sodio, E500i - Carbonato sódico, E501 - Carbonatos de potasio, E501i - Carbonato de potasio, E503 - Carbonatos de amonio, E503i - Carbonato de amonio",Eco-Score E,1619 kj(382 kcal),1 g,27 g
163,Roggenvollkornbrot - Maître Jean Pierre - 500g,"Maître Jean Pierre, Lidl, Maître Jean Pierre, Maître Jean Pierre",Alimentos procesados,B,"Austria, Francia, Alemania, Portugal, España","u, n, k, n, o, w, n",Eco-Score B,785 kj(186 kcal),"0,3 g","3,7 g"
164,Hummus de garbanzos receta clásica - Hacendado - 240 g,Hacendado,Alimentos procesados,B,"Rumania, España","E202 - Sorbato potásico, E270 - Ácido láctico, E330 - Ácido cítrico",Eco-Score B,1255 kj(300 kcal),"3,9 g","0,1 g"
